"AUTO.ID" "NCTRlogRBA" "AI" "nvx" "nedges" "nrings" "ncircuits" "nclass" "nelem" "ntpaths" "molweight" "nX0" "nX1" "nX2" "nXp3" "nXp4" "nXp5" "nXp6" "nXp7" "nXp8" "nXp9" "nXp10" "X0" "X1" "X2" "Xp3" "Xp4" "Xp5" "Xp6" "Xp7" "Xp8" "Xp9" "Xp10" "Xv0" "Xv1" "Xv2" "Xvp3" "Xvp4" "Xvp5" "Xvp6" "Xvp7" "Xvp8" "Xvp9" "Xvp10" "nXc3" "nXc4" "nXpc4" "nXch5" "nXch6" "Xc3" "Xc4" "Xpc4" "Xch5" "Xch6" "Xvc3" "Xvc4" "Xvpc4" "Xvch5" "Xvch6" "dX0" "dX1" "dX2" "dXp3" "dXp4" "dXp5" "dXp6" "dXp7" "dXp8" "dXp9" "dXp10" "dXv0" "dXv1" "dXv2" "dXvp3" "dXvp4" "dXvp5" "dXvp6" "dXvp7" "dXvp8" "dXvp9" "dXvp10" "k0" "k1" "K2" "k3" "ka1" "ka2" "ka3" "phia" "knotp" "knotpv" "graphcomplexity" "sumdelI" "sumI" "tets1" "tets2" "tets3" "htets1" "htets2" "htets3" "diam" "muldiam" "rad" "mulrad" "ishape" "W" "Wp" "Pf" "WT" "Tg" "Tg3" "Tm" "Tm3" "IDC" "IDCbar" "IDW" "IDWbar" "totop" "Si" "informationcontent" "redundancy" "Qs" "Qsv" "Qv" "nHBd" "nwHBd" "nHBa" "nwHBa" "SHBd" "SwHBd" "SHBa" "SwHBa" "Hmax" "Gmax" "Hmin" "Gmin" "Hmaxpos" "nHBint2" "nHBint3" "nHBint4" "nHBint6" "nHBint8" "SHBint2" "SHBint3" "SHBint4" "SHBint6" "SHBint8" "nd1" "nd2" "nd3" "nd4" "etyp12" "etyp13" "etyp14" "etyp22" "etyp23" "etyp24" "etyp33" "etyp34" "etyp44" "n2Pag11" "n2Pag12" "n2Pag13" "n2Pag22" "n2Pag23" "n2Pag33" "n2Pag34" "n2Pag44" "n3Pad11" "n3Pad12" "n3Pad13" "n3Pad22" "n3Pad23" "n3Pad33" "n3Pad34" "n3Pad44" "n4Pae11" "n4Pae12" "n4Pae13" "n4Pae22" "n4Pae23" "n4Pae24" "n4Pae33" "n4Pae34" "n4Pae44" "nH" "nC" "nN" "nO" "nS" "nCl" "nHsOH" "nHsNH2" "nHssNH" "nHdsCH" "nHaaCH" "nHCHnX" "nHCsats" "nHCsatu" "nsCH3" "nssCH2" "ndsCH" "naaCH" "nsssCH" "ndssC" "naasC" "naaaC" "nssssC" "nsNH2" "nssNH" "naaN" "nsssN" "nsOH" "ndO" "nssO" "naaO" "nsCl" "SHsOH" "SHsNH2" "SHssNH" "SHdsCH" "SHaaCH" "SHCHnX" "SHCsats" "SHCsatu" "SHother" "SsCH3" "SssCH2" "SdsCH" "SaaCH" "SsssCH" "SdssC" "SaasC" "SaaaC" "SssssC" "SsNH2" "SssNH" "SaaN" "SsssN" "SsOH" "SdO" "SssO" "SaaO" "SsCl" "nketone" "namide" "nester" "ncarboxylicacid" "Sketone" "Samide" "Sester" "Scarboxylicacid" "Hcarboxylicacid"
151 -10000 0 12 11 0 0 6 3 66 174.196 12 11 12 9 8 7 6 5 4 4 0 9.397341 5.625897 4.779257 2.312949 1.458725 .906474 .552586 .330342 .166667 .166667 0 6.953564 4.062569 2.701691 1.531284 .906005 .515642 .276226 .138183 .053466 .022869 0 2 0 2 0 0 .816497 0 .57735 0 0 .129099 0 .091287 0 0 .326273 -.288316 .95083 -.144158 -.101935 -.072079 -.050968 -.033935 -.046722 .047028 -.0625 -3.488887 -2.698329 -1.638437 -1.226135 -.82351 -.551552 -.368257 -.239657 -.158638 -.088172 0 9.337816 12 7.638889 11.111111 11.26 6.938931 10.381065 6.51103 -.239146 -.037812 5.5 11.033278 38.333332 17.972033 6.379367 2.591111 14.93473 4.714004 1.782757 9 4 5 2 0 268 9 24 268 4 0 0 0 202.556488 3.069038 1548.217041 5.776929 .778151 58.149954 9.337816 .278943 1.927259 .513043 .762873 2 0 4 2 5.122302 0 36.620453 -1.568084 2.561151 10.046108 .582681 -.784042 2.561151 1 0 0 0 0 25.729601 0 0 0 0 4 6 2 0 0 4 0 5 2 0 0 0 0 2 0 0 4 1 0 0 0 0 2 0 3 1 0 0 0 0 2 0 2 1 0 0 0 0 14 8 0 4 0 0 2 0 0 0 0 0 4 2 0 6 0 0 0 2 0 0 0 0 0 0 0 2 2 0 0 0 5.1223 0 0 0 0 0 2.4152 1.5116 0 0 3.281 0 0 0 -1.5681 0 0 0 0 0 0 0 16.5282 20.0922 0 0 0 0 0 0 2 0 0 0 35.0524 5.1223
152 -10000 0 12 13 2 3 12 2 219 156.227 12 13 18 23 29 35 31 24 22 18 6 8.552042 5.770857 5.250346 4.2687 3.519291 2.740402 1.802822 .872933 .564587 .288932 .089086 7.464101 4.232051 3.2995 2.253917 1.565055 1.025516 .594519 .228624 .12603 .052454 .015583 4 0 14 0 2 .827127 0 1.789342 0 .136083 .466506 0 .836788 0 .048113 -.519026 -.143356 1.421919 1.811593 1.958631 1.761848 1.199269 .508657 .351198 .169294 .026586 -1.606967 -1.682162 -.528927 -.203189 .004395 .046963 -.009035 -.135653 -.087359 -.067184 -.046917 12.950176 8.591716 3.395062 1.701323 7.35454 2.632554 1.237684 1.613435 -.842195 -.623736 18.25 1.278981 22.666666 73.645775 18.03064 5.648641 42.40863 10.472787 3.304058 6 3 3 1 1 181 23 36 1161 2 0 2 0 154.615402 2.342658 1063.571289 5.876084 1.079181 69.423561 12.950176 -0 5.138409 1.129974 1.605753 0 0 0 10 0 0 0 18.389444 1.207597 2.224537 .543015 1.326944 1.207597 0 0 0 0 0 0 0 0 0 0 2 6 4 0 0 2 0 3 6 0 2 0 0 0 0 0 3 2 2 0 0 0 0 0 5 1 2 0 0 0 0 0 9 1 0 4 0 0 12 12 0 0 0 0 0 0 0 0 6 0 0 2 2 0 0 6 0 0 2 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 7.0672 0 0 1.1105 7.0672 4.2772 0 0 13.0018 0 0 2.6811 2.7066 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
153 -10000 0 10 9 0 0 5 3 45 146.229 10 9 8 7 6 5 4 3 2 1 0 7.656853 4.914214 3.12132 1.957107 1.207107 .728553 .426777 .239277 .125 .0625 0 6.551281 4.132456 2.568534 1.566228 .930714 .533114 .28858 .141557 .055902 .0125 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -1e-06 0 -0 -0 -0 -0 -0 -0 -0 -0 0 -1.978 -1.302 -.852307 -.554344 -.357807 -.228844 -.14473 -.090258 -.055279 -.028825 0 6.9897 10 9 9.142858 9.92 8.92 9.064508 8.84864 0 0 4.5 4.85791 24 13.29329 4.497532 1.778388 7.364923 2.546374 1.02354 9 2 5 2 0 165 7 16 165 2 0 0 0 133.078262 2.957295 862.58783 5.227805 .69897 35.120039 6.9897 .30103 2.777778 .833333 1.222222 2 0 2 0 4.639907 0 16.85791 0 2.319953 8.428955 .458778 .319444 2.319953 0 0 0 0 0 0 0 0 0 0 2 8 0 0 2 0 0 7 0 0 0 0 0 0 2 0 6 0 0 0 0 0 2 0 5 0 0 0 0 0 2 0 4 0 0 0 0 0 18 8 0 2 0 0 2 0 0 0 0 0 8 0 0 8 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 4.6399 0 0 0 0 0 4.107 0 0 0 7.1421 0 0 0 0 0 0 0 0 0 0 0 16.8579 0 0 0 0 0 0 0 0 0 0 0 0 0
154 -10000 0 14 14 1 1 12 4 153 193.245 14 14 17 19 20 23 20 14 10 8 6 10.388905 6.736382 5.493018 4.128271 2.806913 2.09811 1.38333 .597759 .295712 .164266 .106189 8.324568 4.764072 3.111481 1.877433 1.01174 .631243 .303711 .133192 .063745 .031587 .017898 3 0 9 0 1 .691044 0 1.428468 0 .083333 .221225 0 .352953 0 .027778 -.096377 -.177832 .957484 1.171164 .8927 .869556 .603 .108482 -.006064 -.017872 -.000505 -3.354219 -2.910885 -1.903154 -1.376853 -1.083198 -.704304 -.537568 -.388784 -.2538 -.156501 -.089327 14.841671 12.071428 6.477509 4.387812 10.888064 5.521252 3.614037 4.293982 -.522655 -.297831 10.928572 8.898826 34 38.218796 10.689322 3.715369 31.771749 8.628284 2.937893 10 2 5 1 1 350 19 34 752 3 0 1 0 275.141541 3.023534 2191.974365 6.262784 1.060119 75.84419 14.841671 .075043 3.730104 .761246 1.103806 1 0 3 7 1.562579 0 21.892712 7.642516 1.562579 11.367757 .419456 -.279213 1.562579 0 0 0 0 0 0 0 0 0 0 3 8 3 0 1 2 0 5 5 0 1 0 0 0 3 0 4 2 0 0 0 0 3 0 7 0 2 0 0 0 3 0 6 2 0 2 0 0 15 11 1 2 0 0 0 1 0 0 4 0 4 0 1 3 0 4 0 1 2 0 0 1 0 0 0 0 1 1 0 0 0 1.5626 0 0 5.227 0 2.3858 0 5.227 2.0526 2.4121 0 6.7223 0 -.2792 1.1995 0 0 5.4964 0 0 0 0 11.3678 5.0286 0 0 0 0 1 0 0 0 16.1171 0 0
155 -10000 0 11 11 1 1 11 3 103 152.149 11 11 14 17 18 20 14 7 2 0 0 8.267584 5.274387 4.232938 3.572805 2.452434 1.809339 .99603 .336788 .096225 0 0 6.073111 3.09839 2.049137 1.339862 .767521 .462006 .165331 .049204 .008401 0 0 3 0 10 0 1 .606493 0 1.513722 0 .068041 .2197 0 .392601 0 .024056 -.096377 -.139827 .758064 1.365698 1.06855 .955785 .480865 .035011 -.072969 -.088388 -.044194 -3.440307 -3.014613 -1.839245 -1.102641 -.742508 -.452245 -.372601 -.254421 -.152024 0 0 11.45532 9.090909 4.132653 2.214533 7.911937 3.274762 1.634581 2.355428 -.472424 -.325426 9.363636 8.581755 31.499998 20.80794 6.361539 2.335644 24.616638 7.1481 2.495322 6 3 3 1 1 154 17 28 411 3 0 1 0 131.176132 2.38502 863.448914 5.606811 1.041393 67.704233 11.45532 -0 2.134039 .573192 .837743 1 0 3 7 2.611842 0 24.116856 5.948981 2.611842 10.248746 .744842 .039907 2.611842 0 0 0 0 0 0 0 0 0 0 3 5 3 0 2 1 0 1 6 0 1 0 0 0 0 1 4 1 1 0 0 0 1 0 4 0 2 0 0 1 0 0 4 1 0 1 0 0 8 8 0 3 0 0 1 0 0 1 3 0 1 0 1 0 1 3 0 0 3 0 0 0 0 0 0 1 1 1 0 0 2.6118 0 0 1.4361 4.0925 0 .7448 0 5.5286 1.4342 0 .6964 4.4125 0 0 .8401 0 0 0 0 0 0 9.0895 10.2487 4.7786 0 0 0 0 0 0 0 0 0 0 0
156 -10000 0 26 29 4 10 26 3 2793 360.449 26 29 46 70 102 136 165 206 248 281 286 18.689869 12.369193 11.793272 10.953103 9.78937 8.223737 5.935099 4.594493 3.435022 2.527227 1.640024 15.317475 9.889865 9.14422 8.266931 7.175028 5.591649 4.034283 2.995886 2.168956 1.436864 .866165 16 2 70 1 3 2.589571 .201184 6.926163 .083333 .146322 1.903438 .170103 5.017304 .083333 .117035 -.280694 -.54502 3.015097 4.995996 5.753836 5.495183 4.094109 3.355217 2.602915 1.970088 1.268165 -6.643256 -5.044352 -.99559 1.394185 2.525401 2.452457 1.919608 1.574881 1.216689 .800657 .442566 36.789307 19.322235 6.805293 2.703673 18.052916 6.096344 2.361717 4.232953 -3.369169 -3.142924 107.42308 27.75824 65.166664 146.713013 24.20009 6.175133 308.198029 45.545193 9.975538 12 2 6 2 1 1436 70 92 27365 6 1 1 0 1029.901978 3.168929 11684.15332 8.136597 1.414973 222.350502 36.789307 -0 6.393836 .673907 .967903 2 0 5 5 5.121269 0 56.8867 3.781437 2.579708 12.289812 .643363 -.830892 2.579708 0 1 0 1 0 0 31.235312 0 31.054674 0 6 10 8 2 2 3 1 3 9 3 4 4 0 0 2 0 3 3 5 0 0 1 0 0 10 3 9 0 0 1 0 0 19 3 0 14 0 2 28 21 0 5 0 0 2 0 0 2 0 0 10 4 1 8 2 0 5 3 0 0 2 0 0 0 0 2 3 0 0 0 5.1213 0 0 2.8138 0 0 8.291 3.5709 2.8138 2.1712 4.1576 2.7095 0 -.8092 1.0719 0 0 -1.021 0 0 0 0 20.4918 36.3949 0 0 0 2 0 0 0 24.0873 0 0 0 0
157 -10000 0 11 11 1 1 11 4 102 153.18 11 11 14 16 17 19 14 8 3 0 0 8.267585 5.236382 4.42232 3.403703 2.329491 1.717974 .953258 .431795 .116154 0 0 6.118042 3.447049 2.361742 1.472838 .891185 .532543 .230191 .082316 .019268 0 0 3 0 9 0 1 .675529 0 1.514014 0 .068041 .246951 0 .412114 0 .024056 -.096376 -.177831 .947446 1.196596 .945607 .86442 .438092 .130018 -.05304 -.088388 -.044194 -3.175559 -2.529649 -1.443785 -.920641 -.590942 -.366761 -.300554 -.218619 -.140945 0 0 11.45532 9.090909 4.132653 2.5 8.19901 3.479116 2.01189 2.59321 -.512572 -.328738 9.272727 8.158929 30 19.304424 5.747131 2.05669 23.961279 6.916391 2.408358 7 2 4 3 0 160 16 28 414 3 1 0 0 138.147827 2.511779 893.465942 5.584162 1.041393 61.485062 11.45532 -0 2.352778 .631944 .923611 3 0 3 6 6.585687 0 23.271122 5.466918 2.589591 9.035909 .637573 -.091878 2.589591 0 0 0 1 0 0 0 0 13.736575 0 3 5 3 0 1 2 0 2 5 0 1 0 0 0 1 0 3 1 1 0 0 1 0 0 5 0 2 0 0 0 3 0 2 1 0 1 0 0 11 8 1 2 0 0 2 1 0 0 3 0 1 1 0 2 0 3 0 0 3 0 0 1 0 0 0 2 0 0 0 0 5.1719 1.4138 0 0 3.8644 0 .6376 .6959 3.8644 0 1.262 0 4.7127 0 0 .7542 0 0 5.3045 0 0 0 17.9666 0 0 0 0 0 0 0 0 0 0 0 0 0
158 -10000 0 17 18 2 3 17 4 414 231.274 17 18 24 30 38 45 48 49 48 38 28 12.25071 8.202709 7.173441 5.604191 4.45454 3.411528 2.548814 1.752837 1.117991 .660265 .348984 9.987324 5.532118 3.89948 2.677428 1.801323 1.143803 .697761 .397636 .20985 .103593 .046445 5 0 17 1 1 1.081789 0 2.118012 .096225 .068041 .408884 0 .788085 .032275 .024056 -.355891 -.211504 1.577247 1.897084 2.009996 1.807975 1.503319 1.07606 .683632 .384376 .175999 -4.046627 -3.813277 -2.299932 -1.417164 -.8896 -.614441 -.443309 -.336959 -.258489 -.191442 -.136627 20.917633 13.432098 6.25 3.484444 11.824334 5.119875 2.723201 3.561125 -.916356 -.545392 24.352942 9.08731 39.333336 90.179039 20.178013 6.052979 68.234528 15.155925 4.551741 10 3 5 1 1 561 30 48 2735 3 0 2 0 422.409882 3.105955 3841.831055 6.848184 1.230449 110.974399 20.917633 -0 4.887927 .77519 1.107817 1 0 4 9 1.730187 0 23.084082 11.670405 1.730187 10.789524 .660926 -.007962 1.730187 1 0 0 0 0 18.667898 0 0 0 0 3 9 5 0 1 2 0 4 9 0 2 0 0 1 1 0 6 4 2 0 0 0 1 0 10 3 4 0 0 0 1 0 11 6 0 4 0 0 15 13 2 2 0 0 0 0 1 0 4 0 2 2 2 2 0 4 0 1 2 2 0 0 1 1 0 0 1 1 0 0 0 0 1.7302 0 5.4901 0 1.55 1.4969 5.4901 3.1656 1.4133 0 7.667 0 -.008 1.9573 2.054 0 0 2.7791 4.3236 0 0 10.7895 5.1919 0 0 0 1 0 0 0 13.5607 0 0 0
159 -10000 0 15 16 2 2 6 3 277 198.267 15 16 21 24 28 36 28 28 28 24 24 10.673361 7.237185 6.487498 4.937523 3.601039 3.214973 1.654253 1.065314 .735633 .404329 .30753 8.480609 4.927191 3.659941 2.367687 1.506679 1.106627 .49345 .274986 .155725 .07155 .039284 4 0 10 0 2 .985599 0 1.629549 0 .166667 .428152 0 .612239 0 .055556 -.519027 -.177029 1.598411 1.730416 1.510049 1.86142 .785535 .513537 .389662 .19094 .178738 -3.169362 -2.779562 -1.41407 -.95467 -.654839 -.289042 -.399565 -.290093 -.196911 -.144612 -.090098 11.018708 11.484375 5.365079 3.5 9.897705 4.255635 2.653349 2.808068 -.749896 -.479768 18.466667 4.838345 32.166668 77.1287 18.768801 6.011549 49.88271 12.105454 3.883474 10 2 5 1 1 404 24 42 1690 2 0 0 0 316.830414 3.017433 2612.42627 6.466402 .734581 86.321056 11.018708 .375405 4.965234 .864318 1.224758 2 0 2 12 3.073896 0 11.246783 20.002661 1.536948 5.623392 .812389 .801904 1.536948 0 0 0 0 0 0 0 0 0 0 2 9 4 0 0 2 0 4 10 0 0 0 0 0 4 0 8 0 1 0 0 0 4 0 12 0 4 0 0 0 0 0 8 0 0 0 0 0 14 13 2 0 0 0 0 2 0 0 8 0 0 1 0 1 0 8 0 0 4 0 0 2 0 0 0 0 0 0 0 0 0 3.0739 0 0 9.7951 0 0 .8124 9.7951 0 .9172 0 15.8822 0 0 4.1204 0 0 11.2468 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
160 -10000 0 8 8 1 1 8 4 54 128.558 8 8 10 11 10 10 4 1 0 0 0 5.983127 3.804531 3.239025 2.540337 1.501661 1.024377 .333333 .083333 0 0 0 4.890508 2.617904 1.858611 1.172065 .587462 .330577 .087839 .014086 0 0 0 2 0 6 0 1 .471405 0 1.138071 0 .083333 .228213 0 .409903 0 .027778 -.259514 -.109683 .824811 1.08323 .648108 .545824 .083333 -.041667 0 0 0 -1.883037 -1.596806 -.715116 -.36038 -.292879 -.148191 -.14907 -.081571 0 0 0 7.22472 6.125 2.52 1.487603 5.603868 2.158633 1.220081 1.512087 -.276142 -.274737 6.75 4.609414 21.444447 15.468075 4.948545 1.843639 14.89198 4.763885 1.767448 4 4 3 4 0 60 11 20 182 2 1 0 0 51.386658 1.835238 280.374329 4.672905 .90309 40.589617 7.22472 -0 1.762839 .642702 .936508 1 0 2 6 2.540917 0 14.245989 7.198457 2.540917 8.787314 1.155292 .133488 2.540917 0 0 0 0 0 0 0 0 0 0 2 4 2 0 0 2 0 3 2 0 1 0 0 0 2 0 2 0 0 0 0 1 4 0 2 0 0 0 0 0 4 0 2 0 0 0 0 0 5 6 0 1 0 1 1 0 0 0 4 0 0 0 0 0 0 4 0 0 2 0 0 0 0 0 0 1 0 0 0 1 2.5409 0 0 0 4.7831 0 0 0 4.7831 0 0 0 6.6691 0 0 .5293 0 0 0 0 0 0 8.7873 0 0 0 5.4587 0 0 0 0 0 0 0 0 0
161 -10000 0 19 23 5 15 11 4 2171 380.913 19 23 44 75 118 170 222 271 318 339 291 13.533014 8.775728 9.946124 10.329178 8.91877 7.420021 5.761982 4.070862 2.796491 1.779532 .915168 13.882814 8.516932 9.581834 10.079709 8.3437 6.724814 5.055745 3.384077 2.211845 1.317811 .632776 20 3 104 4 0 2.897464 .291667 9.872456 .240468 0 2.914019 .324378 10.04286 .230052 0 -.487801 -.638485 3.642823 6.122071 6.120673 5.566467 4.53971 3.269085 2.273744 1.441144 .697989 -1.149548 -1.571577 2.830711 5.576433 5.350668 4.743665 3.750493 2.528747 1.654852 .957768 .402095 19.479837 11.637051 2.686984 .8192 12.932158 3.201411 1.011924 2.179008 -4.249772 -3.871244 114.263161 18.138672 44.75 151.95993 28.084866 7.238112 279.989258 44.519638 9.497924 6 7 4 4 0 520 75 88 16825 6 7 0 0 409.94519 2.39734 3782.045166 7.273164 1.025255 188.170251 19.479837 .198239 5.302914 .77426 1.116403 0 0 7 2 0 0 45.244938 .642283 .974366 6.824159 .698519 -1.374691 .974366 0 0 0 0 0 0 0 0 0 0 6 2 8 3 0 2 4 0 4 0 7 4 2 1 0 0 0 2 10 0 1 7 0 0 2 4 18 0 2 7 0 0 2 6 0 29 0 4 8 12 0 1 0 6 0 0 0 0 0 0 7 0 0 1 0 0 6 2 0 0 3 0 0 0 0 0 0 1 0 6 0 0 0 0 0 0 6.1414 0 0 0 1.0613 0 0 1.3478 .6423 0 0 -3.5463 0 0 0 0 0 0 5.7212 0 39.5238 0 0 0 0 0 0 0 0 0
162 -2.46 1 16 17 2 2 7 3 304 214.22 16 17 23 28 32 40 36 32 28 24 24 11.543605 7.664704 6.899022 5.608167 4.008193 3.279922 2.068926 1.062275 .600642 .330133 .251097 8.421476 4.794072 3.422872 2.258986 1.392276 .933985 .41212 .204603 .102884 .046979 .023839 5 0 16 0 2 1.103134 0 2.358016 0 .166667 .366769 0 .633808 0 .055556 -.35589 -.249509 1.656381 2.15106 1.740426 1.801369 1.111819 .447999 .210477 .085495 .100209 -5.109683 -4.18102 -2.504246 -1.635678 -1.152053 -.716906 -.65043 -.472623 -.323583 -.217524 -.136991 12.64326 12.456747 5.557656 3.25 10.544561 4.263803 2.355908 2.809995 -.899819 -.535125 19 12.527703 43.333328 43.655437 10.90099 3.534032 55.451515 13.47089 4.299871 10 2 5 1 1 459 28 46 1819 3 0 0 0 359.258362 2.99382 3063.88916 6.67514 .790204 106.878614 12.64326 .34375 3.362841 .569231 .814438 2 0 3 13 5.155232 0 30.107735 13.225599 2.577616 11.905631 1.355797 -.138889 2.577616 0 0 0 0 0 0 0 0 0 0 3 8 5 0 0 3 0 4 8 0 2 0 0 0 0 0 4 4 1 0 0 0 4 0 8 0 4 0 0 0 4 0 8 4 0 4 0 0 10 13 0 3 0 0 2 0 0 0 8 0 0 0 0 0 0 8 0 1 4 0 0 0 0 0 0 2 1 0 0 0 5.1552 0 0 0 10.9664 0 0 0 10.9664 0 0 0 12.1038 0 -.1389 1.2606 0 0 0 0 0 0 18.2021 11.9056 0 0 0 1 0 0 0 11.7667 0 0 0 0
163 -10000 0 13 13 1 1 13 4 139 221.04 13 13 17 18 20 23 19 11 11 5 2 9.844934 6.092224 5.626785 3.723956 2.704355 2.007352 1.305624 .440141 .371694 .098209 .039284 7.970654 4.146011 3.100793 1.77554 1.194803 .646472 .354987 .082634 .047676 .009878 .003368 4 0 10 0 1 1.099292 0 1.649102 0 .068041 .476121 0 .649614 0 .024056 .066759 -.321989 1.444804 1.016849 .966918 .903799 .613682 .013364 .114111 -.052679 -.045313 -3.362003 -3.25371 -1.697664 -1.310642 -.77049 -.58978 -.410691 -.382073 -.226679 -.145766 -.079567 14.481263 11.076923 5.024221 3.703704 10.470711 4.577169 3.3209 3.686632 -.71027 -.519593 10.692307 11.336036 38.888889 35.239807 10.26162 3.662547 30.676275 8.556214 2.946567 8 3 4 1 1 266 18 34 640 4 0 0 0 216.727493 2.778558 1613.862427 6.067152 1.113943 74.329457 14.481263 0 2.328061 .539541 .792092 1 0 5 7 2.667619 0 34.67984 4.624373 2.667619 10.156713 1.114048 -1.049985 2.667619 1 1 0 1 1 27.094236 12.972818 0 15.233694 15.000905 4 5 4 0 0 4 0 2 6 0 1 0 0 1 1 0 2 2 1 0 0 0 0 0 5 0 3 0 0 1 2 0 3 4 0 2 0 0 6 8 0 3 0 2 1 0 0 0 3 0 0 1 0 1 0 3 0 1 3 0 0 0 0 0 0 1 1 1 0 2 2.6676 0 0 0 4.1279 0 0 1.114 4.1279 0 -.4153 0 4.5819 0 -1.05 1.0925 0 0 0 0 0 0 8.3261 10.1567 4.8631 0 11.3339 0 0 0 1 0 0 0 17.4329 2.6676
164 -10000 0 15 16 2 2 6 4 277 200.24 15 16 21 24 28 36 28 28 28 24 24 10.673361 7.237184 6.487498 4.937523 3.601039 3.214974 1.654253 1.065314 .735633 .404329 .30753 8.18175 4.628333 3.240134 1.995901 1.207821 .826756 .312007 .158763 .089908 .041309 .02268 4 0 10 0 2 .985599 0 1.629549 0 .166667 .328533 0 .447398 0 .055556 -.519027 -.177029 1.598411 1.730416 1.510049 1.86142 .785535 .513537 .389662 .19094 .178738 -3.953637 -3.39125 -2.033576 -1.452458 -1.032042 -.616708 -.609428 -.422611 -.271562 -.179199 -.10843 11.018708 11.484375 5.365079 3.5 9.859153 4.229503 2.633793 2.779954 -.749896 -.34575 18.466667 6.388345 34.166668 76.637962 18.429352 5.847203 50.055729 12.191963 3.926728 10 2 5 1 1 404 24 42 1690 2 0 0 0 316.830414 3.017433 2612.42627 6.466402 .734581 94.077423 11.018708 .375405 4.400951 .766092 1.085568 2 0 3 12 3.129452 0 16.712894 17.453773 1.564726 5.577221 1.282943 .721904 1.564726 0 0 0 0 0 0 0 0 0 0 2 9 4 0 0 2 0 4 10 0 0 0 0 0 4 0 8 0 1 0 0 0 4 0 12 0 4 0 0 0 0 0 8 4 0 0 0 0 12 12 2 1 0 0 0 2 0 0 8 0 0 0 0 0 0 8 0 0 4 0 0 2 0 0 0 0 0 1 0 0 0 3.1295 0 0 10.4896 0 0 0 10.4896 0 0 0 14.4934 0 0 2.9604 0 0 11.1357 0 0 0 0 0 5.5772 0 0 0 0 0 0 0 0 0 0 0
165 -10000 0 26 28 3 6 7 3 1692 360.406 26 28 34 42 50 58 54 56 58 60 64 17.865749 12.932653 10.29947 8.432652 6.77584 5.374576 3.505771 2.520621 1.814788 1.290894 .927036 14.725148 8.780598 5.512061 3.639264 2.423628 1.552969 .797972 .483957 .283356 .160729 .095168 4 0 16 0 2 .666667 0 1.885618 0 .166667 .235702 0 .535057 0 .055556 -1.104814 .01844 1.521295 2.475545 2.740306 2.646022 1.664781 1.281344 .982681 .733756 .555176 -7.551523 -6.366461 -4.770782 -3.329342 -2.290048 -1.628872 -1.344993 -.955733 -.68119 -.4835 -.333637 21.737808 20.727041 12.456747 7.510204 18.975306 11.027631 6.465316 8.04818 -.781049 -.407752 65.07692 14.864655 55.666676 207.04631 33.827557 9.425912 159.093735 25.716711 7.11658 13 4 9 10 0 1797 42 68 23244 0 0 0 0 1133.202026 3.486775 14597.484375 8.123252 .83607 176.875437 21.737808 .409127 8.362433 .762845 1.051489 0 0 6 12 0 0 34.065701 17.952065 1.413804 5.737673 .993423 .441043 1.413804 0 0 0 0 0 0 0 0 0 0 0 22 4 0 0 0 0 18 8 0 2 0 0 0 0 0 18 0 0 0 0 0 0 0 26 0 0 0 0 0 0 0 34 0 0 0 0 0 24 20 0 6 0 0 0 0 0 0 8 0 8 0 0 8 0 8 0 0 4 0 0 0 0 0 0 0 0 6 0 0 0 0 0 0 10.8237 0 8.0795 0 10.8237 0 3.6489 0 15.1531 0 0 2.799 0 0 0 0 0 0 0 0 34.0657 0 0 0 0 0 0 0 0 0 0 0
